Dataset ID,Index,Area,Row Index,Beginning X,Ending X,FWHM,Center,Height
Spot 9_mz 55_16_R,1,219608.6154,511,50.9,51.2,0.100597491,51,2175921.231
Spot 9_mz 55_17_B,1,177773.284,511,50.9,51.2,0.100550302,51,1762312.605
Spot 9_mz 55_17_R,1,176062.9841,511,50.9,51.2,0.100509754,51,1743465.651
Spot 9_mz 55_18_B,1,221446.9531,511,50.9,51.2,0.100566133,51,2191815.111
Spot 9_mz 55_18_G,1,176970.7741,511,50.9,51.2,0.100596163,51,1750612.719
Spot 9_mz 55_18_R,1,100275.8796,511,50.9,51.2,0.100557684,51,993479.3628
Spot 9_mz 55_19_B,1,187574.0444,511,50.9,51.2,0.100705134,51,1852757.333
Spot 9_mz 55_40_R,1,103787.6245,511,50.9,51.2,0.100859753,51,1021157.878
Spot 9_mz 55_45_B,1,101580.8,511,50.9,51.2,0.100953959,51,1000684.308
Spot 9_mz 55_45_G,1,72171.52,511,50.9,51.2,0.100694984,51,712704
Spot 9_mz 55_57_B,1,151640.2215,511,50.9,51.2,0.100573754,51,1502286.769
Spot 9_mz 55_66_B,1,154899.0171,511,50.9,51.2,0.100806345,51,1524180.114
Spot 9_mz 55_66_R,1,119742.6383,511,50.9,51.2,0.101116272,51,1173373.277
Spot 9_mz 55_76_G,1,210723.4462,511,50.9,51.2,0.100568248,51,2082028.308
Spot 9_mz 55_77_R,1,131831.8377,511,50.9,51.2,0.100734543,51,1304071.42
Spot 9_mz 55_86_B,1,221562.0923,511,50.9,51.2,0.100617541,51,2192935.385
Spot 9_mz 55_86_G,1,195775.7968,511,50.9,51.2,0.100759249,51,1932791.873
Spot 9_mz 55_86_R,1,143675.0769,511,50.9,51.2,0.100611335,51,1422347.253
Spot 10_65_32_B,1,62971.54783,511,50.9,51.2,0.102078988,51,604070.9565
Spot 10_65_32_G,1,172914.2154,511,50.9,51.2,0.103459175,51,1618235.077
Spot 10_65_32_R,1,221779.7818,511,50.9,51.2,0.102904258,51,2100130.909
Spot 16_mz23_44_B,1,125974.7556,511,50.9,51.2,0.101212567,51,1225765.926
Spot 16_mz23_45_B,1,84172.8,511,50.9,51.2,0.100492611,51,835584
Spot 16_mz23_45_G,1,178296.4706,511,50.9,51.2,0.100605002,51,1763689.412
Spot 16_mz23_45_R,1,199884.8,511,50.9,51.2,0.100641687,51,1978683.077
Spot 16_mz23_46_B,1,181862.4,511,50.9,51.2,0.10085622,51,1792877.714
Spot 16_mz23_46_G,1,131499.4087,511,50.9,51.2,0.100893373,51,1293623.652
Spot 16_mz23_46_R,1,128365.0783,511,50.9,51.2,0.101279656,51,1250882.783
Spot 9_mz 55_16_R,1,56524.8,381,37.9,38.1,0.05016835,38,563357.5385
Spot 9_mz 55_17_B,1,47362.15126,381,37.9,38.1,0.050116959,38,471969.3445
Spot 9_mz 55_17_R,1,58254.22222,381,37.9,38.1,0.05,38,580461.7143
Spot 9_mz 55_18_B,1,54188.56296,381,37.9,38.1,0.050037425,38,540874.2716
Spot 9_mz 55_18_G,1,47030.33094,381,37.9,38.1,0.050151057,38,469596.0863
Spot 9_mz 55_18_R,1,23285.57876,381,37.9,38.1,0.050125,38,232565.8053
Spot 9_mz 55_19_B,1,46284.8,381,37.9,38.1,0.05004931,38,461937.7778
Spot 9_mz 55_40_R,1,26314.7102,381,37.9,38.1,0.050127551,38,262812.7347
Spot 9_mz 55_45_B,1,29680.24615,381,37.9,38.1,0.05,38,296172.3077
Spot 9_mz 55_45_G,1,24002.56,381,37.9,38.1,0.050344828,38,239206.4
Spot 9_mz 55_57_B,1,45119.01538,381,37.9,38.1,0.050112108,38,450686.0308
Spot 9_mz 55_66_B,1,42879.26857,381,37.9,38.1,0.05,38,428792.6857
Spot 9_mz 55_66_R,1,32802.85957,381,37.9,38.1,0.05,38,327680
Spot 9_mz 55_76_G,1,53647.09744,381,37.9,38.1,0.050236967,38,534370.4615
Spot 9_mz 55_77_R,1,38751.72174,381,37.9,38.1,0.050123457,38,385617.6232
Spot 9_mz 55_86_B,1,66796.30769,381,37.9,38.1,0.050063052,38,667122.8718
Spot 9_mz 55_86_G,1,51128.48254,381,37.9,38.1,0.050102249,38,509724.4444
Spot 9_mz 55_86_R,1,40041.77582,381,37.9,38.1,0.05,38,399697.5824
Spot 10_65_32_B,1,19945.73913,381,37.9,38.1,0.05,38,199457.3913
Spot 10_65_32_G,1,55453.53846,381,37.9,38.1,0.05,38,554535.3846
Spot 10_65_32_R,1,53024.58182,381,37.9,38.1,0.050284091,38,527266.9091
Spot 16_mz23_44_B,1,27306.66667,381,37.9,38.1,0.05,38,271853.037
Spot 16_mz23_45_B,1,12697.6,381,37.9,38.1,0.05,38,126976
Spot 16_mz23_45_G,1,40863.62353,381,37.9,38.1,0.05,38,406708.7059
