Dataset ID,Index,Area,Row Index,Beginning X,Ending X,FWHM,Center,Height
Spot 10_65_7_B,1,162490.7294,511,50.9,51.2,0.100738423,51,1604089.976
Spot 10_65_7_G,1,107335.68,511,50.9,51.2,0.100522731,51,1063731.2
Spot 10_65_7_R,1,126228.0348,511,50.9,51.2,0.100768648,51,1247558.493
Spot 10_65_8_B,1,167896.9905,511,50.9,51.2,0.101345023,51,1635725.061
Spot 10_65_8_G,1,161072.9244,511,50.9,51.2,0.100928425,51,1584514.844
Spot 10_65_8_R,1,189133.9506,511,50.9,51.2,0.100980002,51,1859307.865
Spot 10_65_9_B,1,203013.9964,511,50.9,51.2,0.101220633,51,1985563.676
Spot 10_65_9_G,1,193501.8667,511,50.9,51.2,0.100719166,51,1912149.333
Spot 10_65_9_R,1,179668.6102,511,50.9,51.2,0.101166625,51,1761141.153
Spot 10_65_10_B,1,179377.1865,511,50.9,51.2,0.102144403,51,1723817.708
Spot 10_65_10_G,1,174449.747,511,50.9,51.2,0.103848845,51,1627772.541
Spot 10_65_10_R,1,197715.6507,511,50.9,51.2,0.100961412,51,1941619.38
Spot 10_65_11_B,1,188612.608,511,50.9,51.2,0.100855764,51,1855455.232
Spot 10_65_11_G,1,184828.469,511,50.9,51.2,0.100654761,51,1824838.621
Spot 10_65_11_R,1,191944.8615,511,50.9,51.2,0.10092674,51,1887940.923
Spot 10_65_12_B,1,155397.4212,511,50.9,51.2,0.102175979,51,1490365.741
Spot 10_65_12_G,1,152426.427,511,50.9,51.2,0.100613853,51,1508800.719
Spot 10_65_12_R,1,178861.7348,511,50.9,51.2,0.101022463,51,1754008.449
Spot 10_65_34_B,1,147729.0667,511,50.9,51.2,0.101464828,51,1439607.467
Spot 10_65_38_B,1,193109.0441,511,50.9,51.2,0.100747797,51,1908319.458
Spot 10_65_38_G,1,121916.971,511,50.9,51.2,0.100732788,51,1203661.191
Spot 10_65_52_R,1,74040.07619,511,50.9,51.2,0.100861141,51,731038.4762
Spot 10_65_53_G,1,148860.3429,511,50.9,51.2,0.100518278,51,1475730.286
Spot 10_65_91_B,1,206659.8054,511,50.9,51.2,0.101150137,51,2026302.27
Spot 10_65_91_G,1,220976.3155,511,50.9,51.2,0.100967682,51,2168226.254
Spot 10_65_99_G,1,177766.4,511,50.9,51.2,0.10081777,51,1750903.467
Spot 10_65_101_G,1,177910.9647,511,50.9,51.2,0.100700485,51,1756621.804
Spot 10_65_102_G,1,176739.1492,511,50.9,51.2,0.10177721,51,1709137.27
Spot 10_65_102_R,1,219732.8457,511,50.9,51.2,0.102227578,51,2108386.743
Spot 10_65_113_R,1,185571.7376,511,50.9,51.2,0.101201954,51,1814560.768
Spot 10_65_115_B,1,193580.0709,511,50.9,51.2,0.100834184,51,1906350.987
Spot 15_23_33_B,1,206613.1627,511,50.9,51.2,0.10144031,51,2011518.293
Spot 15_23_33_G,1,178022.4,511,50.9,51.2,0.101669761,51,1727488
Spot 15_23_33_R,1,158690.7429,511,50.9,51.2,0.101002271,51,1557884.343
Spot 15_23_34_R,1,54301.25714,511,50.9,51.2,0.10073228,51,536771.0476
Spot 15_23_38_B,1,144907.3778,511,50.9,51.2,0.100413102,51,1438151.111
Spot 15_23_53_R,1,125789.994,511,50.9,51.2,0.100754066,51,1242249.552
Spot 15_23_64_B,1,149541.2364,511,50.9,51.2,0.100557607,51,1479028.364
Spot 15_23_64_G,1,161684.2105,511,50.9,51.2,0.100541011,51,1603907.368
Spot 15_23_64_R,1,175490.8444,511,50.9,51.2,0.101996621,51,1691192.889
Spot 15_23_117_G,1,63766.528,511,50.9,51.2,0.100628931,51,629145.6
Spot 15_23_125_B,1,158038.4525,511,50.9,51.2,0.100692042,51,1563194.754
Spot 15_23_125_G,1,113268.0533,511,50.9,51.2,0.100689854,51,1117388.8
Spot 15_23_125_R,1,132750.361,511,50.9,51.2,0.100862222,51,1309121.561
Spot 15_23_126_G,1,144703.488,511,50.9,51.2,0.101973122,51,1397227.52
Spot 15_23_126_R,1,94167.71147,511,50.9,51.2,0.100999109,51,923950.1639
Spot 15_23_130_G,1,120759.7176,511,50.9,51.2,0.100609525,51,1193140.706
Spot 15_23_137_B,1,124573.939,511,50.9,51.2,0.100866414,51,1228522.305
Spot 15_23_137_G,1,117541.9871,511,50.9,51.2,0.100594443,51,1162735.484
Spot 15_23_138_R,1,173483.1543,511,50.9,51.2,0.100272509,51,1722660.571
Spot 15_23_140_G,1,123031.7037,511,50.9,51.2,0.101362781,51,1200279.704
Spot 15_23_140_R,1,166962.234,511,50.9,51.2,0.100934023,51,1640254.792
Spot 15_23_143_B,1,168848.8229,511,50.9,51.2,0.100591391,51,1672104.229
Spot 15_23_144_B,1,123182.2291,511,50.9,51.2,0.100524137,51,1220369.398
Spot 15_23_144_G,1,134043.9814,511,50.9,51.2,0.100755242,51,1322150.698
Spot 15_23_145_G,1,63116.20923,511,50.9,51.2,0.100899495,51,622087.8769
Spot 15_23_145_R,1,81838.08,511,50.9,51.2,0.100353587,51,814284.8
Spot 15_23_155_R,1,142099.6923,511,50.9,51.2,0.101005914,51,1393900.308
Spot 15_23_156_B,1,188907.52,511,50.9,51.2,0.100438982,51,1874329.6
Spot 15_23_157_B,1,189488.0395,511,50.9,51.2,0.10083023,51,1867371.457
Spot 15_23_157_G,1,167865.7829,511,50.9,51.2,0.101004512,51,1647762.286
Spot 15_23_159_G,1,164674.0945,511,50.9,51.2,0.100775294,51,1627675.927
Spot 16_mz23_12_G,1,191786.4229,511,50.9,51.2,0.100571151,51,1895862.857
Spot 16_mz23_13_G,1,118350.3059,511,50.9,51.2,0.101194539,51,1156517.647
Spot 16_mz23_14_B,1,88739.28649,511,50.9,51.2,0.101138109,51,869680.4324
Spot 16_mz23_14_R,1,135912.7273,511,50.9,51.2,0.100445063,51,1344977.455
Spot 16_mz23_15_B,1,204282.6105,511,50.9,51.2,0.100997398,51,2008333.474
Spot 16_mz23_15_G,1,147290.0861,511,50.9,51.2,0.100923288,51,1450917.266
Spot 16_mz23_15_R,1,20753.06667,512,50.9,51.2,0.051898734,51.1,199035.2593
Spot 16_mz23_16_B,1,215677.1556,511,50.9,51.2,0.100935079,51,2116266.667
Spot 16_mz23_16_G,1,153953.1034,511,50.9,51.2,0.101139208,51,1508457.931
Spot 16_mz23_16_R,1,182734.7948,511,50.9,51.2,0.100860726,51,1797558.857
Spot 16_mz23_17_B,1,200110.7862,511,50.9,51.2,0.100692847,51,1973989.517
Spot 16_mz23_17_G,1,169637.4154,511,50.9,51.2,0.100789351,51,1673688.615
Spot 16_mz23_17_R,1,186536.6588,511,50.9,51.2,0.103748729,51,1749232.941
